"","Plot.Name","Plot.Number","Artificial.Cover.Object.Number","Year","Date","Time","Survey.Number","Eastern.Redback.Salamander.Count","Artificial.Cover.Object.Age..year.s..","Observer.Names","Precipitation.in.the.Last.24.hours..mm.","Air.Temperature...C.","Soil.Temperature...C.","Beaufort.Sky.Class","Beaufort.Wind.Class","Soil.Moisture","Soil.pH","Morph","count"
"3621","Harmony Acres","02 01","11","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3622","Harmony Acres","02 01","11","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3623","Harmony Acres","02 01","12","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3624","Harmony Acres","02 01","12","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3625","Harmony Acres","02 01","13","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3626","Harmony Acres","02 01","13","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3627","Harmony Acres","02 01","14","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3628","Harmony Acres","02 01","14","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3629","Harmony Acres","02 01","15","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3630","Harmony Acres","02 01","15","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3631","Harmony Acres","02 01","16","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3632","Harmony Acres","02 01","16","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3633","Harmony Acres","02 01","17","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3634","Harmony Acres","02 01","17","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3635","Harmony Acres","02 01","18","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3636","Harmony Acres","02 01","18","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3637","Harmony Acres","02 01","19","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3638","Harmony Acres","02 01","19","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3639","Harmony Acres","02 01","20","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3640","Harmony Acres","02 01","20","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3641","Harmony Acres","02 01","21","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3642","Harmony Acres","02 01","21","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3643","Harmony Acres","02 01","22","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3644","Harmony Acres","02 01","22","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3645","Harmony Acres","02 01","23","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3646","Harmony Acres","02 01","23","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3647","Harmony Acres","02 01","24","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3648","Harmony Acres","02 01","24","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3649","Harmony Acres","02 01","25","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3650","Harmony Acres","02 01","25","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3651","Harmony Acres","02 01","26","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3652","Harmony Acres","02 01","26","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3653","Harmony Acres","02 01","27","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3654","Harmony Acres","02 01","27","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3655","Harmony Acres","02 01","28","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3656","Harmony Acres","02 01","28","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3657","Harmony Acres","02 01","29","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3658","Harmony Acres","02 01","29","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3659","Harmony Acres","02 01","30","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3660","Harmony Acres","02 01","30","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3661","Harmony Acres","02 01","31","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3662","Harmony Acres","02 01","31","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3663","Harmony Acres","02 01","32","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3664","Harmony Acres","02 01","32","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3665","Harmony Acres","02 01","33","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3666","Harmony Acres","02 01","33","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3667","Harmony Acres","02 01","34","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3668","Harmony Acres","02 01","34","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3669","Harmony Acres","02 01","35","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3670","Harmony Acres","02 01","35","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3671","Harmony Acres","02 01","36","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3672","Harmony Acres","02 01","36","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3673","Harmony Acres","02 01","37","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3674","Harmony Acres","02 01","37","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3675","Harmony Acres","02 01","38","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3676","Harmony Acres","02 01","38","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3677","Harmony Acres","02 01","39","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3678","Harmony Acres","02 01","39","2005","31/05/2005","9:10 AM","1","1","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3679","Harmony Acres","02 01","40","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Redback",NA
"3680","Harmony Acres","02 01","40","2005","31/05/2005","9:10 AM","1","0","2","Jason","0","16.1","17.2","0","1","N/A","N/A","Leadback",NA
"3681","Cameron Lake Dunes","01 01","1","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3682","Cameron Lake Dunes","01 01","1","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3683","Cameron Lake Dunes","01 01","2","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3684","Cameron Lake Dunes","01 01","2","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3685","Cameron Lake Dunes","01 01","3","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3686","Cameron Lake Dunes","01 01","3","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3687","Cameron Lake Dunes","01 01","4","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3688","Cameron Lake Dunes","01 01","4","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3689","Cameron Lake Dunes","01 01","5","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3690","Cameron Lake Dunes","01 01","5","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3691","Cameron Lake Dunes","01 01","6","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3692","Cameron Lake Dunes","01 01","6","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3693","Cameron Lake Dunes","01 01","7","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3694","Cameron Lake Dunes","01 01","7","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3695","Cameron Lake Dunes","01 01","8","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3696","Cameron Lake Dunes","01 01","8","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3697","Cameron Lake Dunes","01 01","9","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3698","Cameron Lake Dunes","01 01","9","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3699","Cameron Lake Dunes","01 01","10","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3700","Cameron Lake Dunes","01 01","10","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3701","Cameron Lake Dunes","01 01","11","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3702","Cameron Lake Dunes","01 01","11","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3703","Cameron Lake Dunes","01 01","12","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3704","Cameron Lake Dunes","01 01","12","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3705","Cameron Lake Dunes","01 01","13","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3706","Cameron Lake Dunes","01 01","13","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3707","Cameron Lake Dunes","01 01","14","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3708","Cameron Lake Dunes","01 01","14","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3709","Cameron Lake Dunes","01 01","15","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3710","Cameron Lake Dunes","01 01","15","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3711","Cameron Lake Dunes","01 01","16","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3712","Cameron Lake Dunes","01 01","16","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3713","Cameron Lake Dunes","01 01","17","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3714","Cameron Lake Dunes","01 01","17","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3715","Cameron Lake Dunes","01 01","18","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3716","Cameron Lake Dunes","01 01","18","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3717","Cameron Lake Dunes","01 01","19","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3718","Cameron Lake Dunes","01 01","19","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3719","Cameron Lake Dunes","01 01","20","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3720","Cameron Lake Dunes","01 01","20","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3721","Cameron Lake Dunes","01 01","21","2005","31/05/2005","10:30 AM","1","4","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3722","Cameron Lake Dunes","01 01","21","2005","31/05/2005","10:30 AM","1","4","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3723","Cameron Lake Dunes","01 01","22","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3724","Cameron Lake Dunes","01 01","22","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3725","Cameron Lake Dunes","01 01","23","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3726","Cameron Lake Dunes","01 01","23","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3727","Cameron Lake Dunes","01 01","24","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3728","Cameron Lake Dunes","01 01","24","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3729","Cameron Lake Dunes","01 01","25","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3730","Cameron Lake Dunes","01 01","25","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3731","Cameron Lake Dunes","01 01","26","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3732","Cameron Lake Dunes","01 01","26","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3733","Cameron Lake Dunes","01 01","27","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3734","Cameron Lake Dunes","01 01","27","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3735","Cameron Lake Dunes","01 01","28","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3736","Cameron Lake Dunes","01 01","28","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3737","Cameron Lake Dunes","01 01","29","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3738","Cameron Lake Dunes","01 01","29","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3739","Cameron Lake Dunes","01 01","30","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3740","Cameron Lake Dunes","01 01","30","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3741","Cameron Lake Dunes","01 01","31","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3742","Cameron Lake Dunes","01 01","31","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3743","Cameron Lake Dunes","01 01","32","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3744","Cameron Lake Dunes","01 01","32","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3745","Cameron Lake Dunes","01 01","33","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3746","Cameron Lake Dunes","01 01","33","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3747","Cameron Lake Dunes","01 01","34","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3748","Cameron Lake Dunes","01 01","34","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3749","Cameron Lake Dunes","01 01","35","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3750","Cameron Lake Dunes","01 01","35","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3751","Cameron Lake Dunes","01 01","36","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3752","Cameron Lake Dunes","01 01","36","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3753","Cameron Lake Dunes","01 01","37","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3754","Cameron Lake Dunes","01 01","37","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3755","Cameron Lake Dunes","01 01","38","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3756","Cameron Lake Dunes","01 01","38","2005","31/05/2005","10:30 AM","1","1","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3757","Cameron Lake Dunes","01 01","39","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3758","Cameron Lake Dunes","01 01","39","2005","31/05/2005","10:30 AM","1","2","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3759","Cameron Lake Dunes","01 01","40","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Redback",NA
"3760","Cameron Lake Dunes","01 01","40","2005","31/05/2005","10:30 AM","1","0","2","Jason","0","15.2","17.2","0","1","N/A","N/A","Leadback",NA
"3761","South Cameron Lake","01 07","1","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3762","South Cameron Lake","01 07","1","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3763","South Cameron Lake","01 07","2","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3764","South Cameron Lake","01 07","2","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3765","South Cameron Lake","01 07","3","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3766","South Cameron Lake","01 07","3","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3767","South Cameron Lake","01 07","4","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3768","South Cameron Lake","01 07","4","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3769","South Cameron Lake","01 07","5","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3770","South Cameron Lake","01 07","5","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3771","South Cameron Lake","01 07","6","2005","31/05/2005","11:50 AM","1","2","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3772","South Cameron Lake","01 07","6","2005","31/05/2005","11:50 AM","1","2","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3773","South Cameron Lake","01 07","7","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3774","South Cameron Lake","01 07","7","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3775","South Cameron Lake","01 07","8","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3776","South Cameron Lake","01 07","8","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3777","South Cameron Lake","01 07","9","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3778","South Cameron Lake","01 07","9","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3779","South Cameron Lake","01 07","10","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3780","South Cameron Lake","01 07","10","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3781","South Cameron Lake","01 07","11","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3782","South Cameron Lake","01 07","11","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3783","South Cameron Lake","01 07","12","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3784","South Cameron Lake","01 07","12","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3785","South Cameron Lake","01 07","13","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3786","South Cameron Lake","01 07","13","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3787","South Cameron Lake","01 07","14","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3788","South Cameron Lake","01 07","14","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3789","South Cameron Lake","01 07","15","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3790","South Cameron Lake","01 07","15","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3791","South Cameron Lake","01 07","16","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3792","South Cameron Lake","01 07","16","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3793","South Cameron Lake","01 07","17","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3794","South Cameron Lake","01 07","17","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3795","South Cameron Lake","01 07","18","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3796","South Cameron Lake","01 07","18","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3797","South Cameron Lake","01 07","19","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3798","South Cameron Lake","01 07","19","2005","31/05/2005","11:50 AM","1","1","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
"3799","South Cameron Lake","01 07","20","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Redback",NA
"3800","South Cameron Lake","01 07","20","2005","31/05/2005","11:50 AM","1","0","2","Jason","0","17.1","20.2","0","2","N/A","N/A","Leadback",NA
